Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-11-07 14:38:46,0.75000,30.73047,30.73047,0.00000
2022-11-07 14:38:47,0.43750,31.10352,31.10352,0.00000
2022-11-07 14:38:48,0.75000,30.87500,30.87500,0.00000
2022-11-07 14:38:49,0.87500,31.12305,31.12305,0.00000
2022-11-07 14:38:50,0.81250,30.67969,30.67969,0.00000
2022-11-07 14:38:51,0.34375,29.88086,29.88086,0.00000
2022-11-07 14:38:52,0.68750,30.08789,30.08789,0.00000
2022-11-07 14:38:53,0.81250,30.18164,30.18164,0.00000
2022-11-07 14:38:54,0.78125,30.93750,30.93750,0.00000
2022-11-07 14:38:55,0.71875,29.72852,29.72852,0.00000
2022-11-07 14:38:56,0.42188,28.70117,28.70117,0.00000
2022-11-07 14:38:57,1.53125,33.15234,33.15234,0.00000
2022-11-07 14:38:58,0.75000,32.77930,32.77930,0.00000
2022-11-07 14:38:59,0.76563,32.97852,32.97852,0.00000
2022-11-07 14:39:00,1.53125,32.68555,32.68555,0.00000
2022-11-07 14:39:01,0.78125,33.19141,33.19141,0.00000
2022-11-07 14:39:02,1.53125,31.82031,31.82031,0.00000
2022-11-07 14:39:03,0.78125,31.25000,31.25000,0.00000
2022-11-07 14:39:04,1.56250,31.40625,31.40625,0.00000
2022-11-07 14:39:05,0.78125,31.47656,31.47656,0.00000
2022-11-07 14:39:06,1.53125,32.96680,32.96680,0.00000
2022-11-07 14:39:07,0.76563,32.83398,32.83398,0.00000
2022-11-07 14:39:08,1.21875,30.45703,30.45703,0.00000
2022-11-07 14:39:10,0.78125,32.58789,32.58789,0.00000
2022-11-07 14:39:11,0.76563,32.25391,32.25391,0.00000
2022-11-07 14:39:12,1.56250,32.41211,32.41211,0.00000
2022-11-07 14:39:13,0.71875,32.46484,32.46484,0.00000
2022-11-07 14:39:14,1.40625,32.77930,32.77930,0.00000
2022-11-07 14:39:15,1.25000,32.68164,32.68164,0.00000
2022-11-07 14:39:16,0.68750,32.67773,32.67773,0.00000
2022-11-07 14:39:17,0.81250,28.81836,28.81836,0.00000
2022-11-07 14:39:18,0.53125,26.36914,26.36914,0.00000
2022-11-07 14:39:19,0.26563,25.58008,25.58008,0.00000
2022-11-07 14:39:20,0.46875,26.05273,26.05273,0.00000
2022-11-07 14:39:21,0.53125,26.07031,26.07031,0.00000
2022-11-07 14:39:22,0.53125,25.93555,25.93555,0.00000
2022-11-07 14:39:23,0.26563,26.82617,26.82617,0.00000
2022-11-07 14:39:24,0.50000,24.79883,24.79883,0.00000
2022-11-07 14:39:25,0.50000,25.57031,25.57031,0.00000
2022-11-07 14:39:26,0.29688,26.53906,26.53906,0.00000
2022-11-07 14:39:27,0.53125,26.11328,26.11328,0.00000
2022-11-07 14:39:28,0.28125,25.71094,25.71094,0.00000
2022-11-07 14:39:29,0.56250,24.95898,24.95898,0.00000
2022-11-07 14:39:30,0.50000,25.80078,25.80078,0.00000
2022-11-07 14:39:31,0.25000,25.75781,25.75781,0.00000
2022-11-07 14:39:32,0.56250,26.66211,26.66211,0.00000
2022-11-07 14:39:33,0.59375,25.75000,25.75000,0.00000
2022-11-07 14:39:34,0.21875,25.36914,25.36914,0.00000
2022-11-07 14:39:35,0.46875,25.76172,25.76172,0.00000
2022-11-07 14:39:36,0.56250,25.72070,25.72070,0.00000
2022-11-07 14:39:37,0.28125,26.62500,26.62500,0.00000
2022-11-07 14:39:38,0.87500,29.54688,29.54688,0.00000
2022-11-07 14:39:39,0.68750,28.52930,28.52930,0.00000
2022-11-07 14:39:40,0.25000,23.53516,23.53516,0.00000
2022-11-07 14:39:41,0.09375,23.50195,23.50195,0.00000
2022-11-07 14:39:42,0.18750,23.53125,23.53125,0.00000
2022-11-07 14:39:43,0.43750,26.40234,26.40234,0.00000
2022-11-07 14:39:44,1.18750,31.59766,31.59766,0.00000
2022-11-07 14:39:45,0.60938,31.11133,31.11133,0.00000
2022-11-07 14:39:46,0.68750,28.18750,28.18750,0.00000
2022-11-07 14:39:47,0.81250,29.22070,29.22070,0.00000
2022-11-07 14:39:48,+Inf**,27.76563,27.76563,0.00000
2022-11-07 14:39:49,0.54688,29.97852,29.97852,0.00000
2022-11-07 14:39:50,1.37500,31.42578,31.42578,0.00000
2022-11-07 14:39:51,0.75000,31.97852,31.97852,0.00000
2022-11-07 14:39:52,1.56250,31.60547,31.60547,0.00000
2022-11-07 14:39:53,0.75000,31.93555,31.93555,0.00000
2022-11-07 14:39:54,1.46875,32.23438,32.23438,0.00000
2022-11-07 14:39:55,0.71875,32.77148,32.77148,0.00000
2022-11-07 14:39:56,1.43750,32.58008,32.58008,0.00000
2022-11-07 14:39:57,0.75000,32.23438,32.23438,0.00000
2022-11-07 14:39:58,1.46875,32.41211,32.41211,0.00000
2022-11-07 14:39:59,0.70313,32.97461,32.97461,0.00000
2022-11-07 14:40:00,1.09375,31.86719,31.86719,0.00000
2022-11-07 14:40:01,1.12500,31.89844,31.89844,0.00000
2022-11-07 14:40:02,+Inf**,20.18555,20.18555,0.00000
2022-11-07 14:40:03,0.18750,21.19336,21.19336,0.00000
2022-11-07 14:40:04,0.09375,19.33203,19.33203,0.00000
2022-11-07 14:40:05,+Inf**,20.84961,20.84961,0.00000
2022-11-07 14:40:06,0.25000,22.00586,22.00586,0.00000
2022-11-07 14:40:07,0.28125,22.64258,22.64258,0.00000
2022-11-07 14:40:08,0.28125,22.40820,22.40820,0.00000
2022-11-07 14:40:09,0.90625,28.97070,28.97070,0.00000
2022-11-07 14:40:10,1.03125,29.33398,29.33398,0.00000
2022-11-07 14:40:11,0.21875,25.12305,25.12305,0.00000
2022-11-07 14:40:12,0.56250,25.34766,25.34766,0.00000
2022-11-07 14:40:13,0.78125,29.06445,29.06445,0.00000
2022-11-07 14:40:14,0.23438,24.50000,24.50000,0.00000
2022-11-07 14:40:15,0.46875,25.18750,25.18750,0.00000
2022-11-07 14:40:16,0.50000,25.58984,25.58984,0.00000
2022-11-07 14:40:17,0.23438,24.96680,24.96680,0.00000
2022-11-07 14:40:18,0.68750,28.03711,28.03711,0.00000
2022-11-07 14:40:19,0.53125,25.49805,25.49805,0.00000
2022-11-07 14:40:20,0.26563,25.25195,25.25195,0.00000
2022-11-07 14:40:21,0.43750,25.11914,25.11914,0.00000
2022-11-07 14:40:22,0.46875,24.78320,24.78320,0.00000
2022-11-07 14:40:23,0.26563,25.21289,25.21289,0.00000
2022-11-07 14:40:24,0.46875,25.00391,25.00391,0.00000
2022-11-07 14:40:25,0.68750,28.73047,28.73047,0.00000
2022-11-07 14:40:26,0.23438,25.56445,25.56445,0.00000
2022-11-07 14:40:27,0.46875,24.89063,24.89063,0.00000
2022-11-07 14:40:28,0.34375,23.26172,23.26172,0.00000
2022-11-07 14:40:29,0.09375,20.20313,20.20313,0.00000
2022-11-07 14:40:30,0.12500,19.39648,19.39648,0.00000
2022-11-07 14:40:31,0.12500,20.96875,20.96875,0.00000
