Date,CPU Utilization,Total Power,CPU Power,GPU Power
2022-11-04 10:18:58,0.34766,27.80859,27.80859,0.00000
2022-11-04 10:18:59,0.71484,28.05078,28.05078,0.00000
2022-11-04 10:19:00,0.67578,27.42383,27.42383,0.00000
2022-11-04 10:19:01,0.37891,28.09180,28.09180,0.00000
2022-11-04 10:19:02,0.76563,28.05664,28.05664,0.00000
2022-11-04 10:19:03,0.34961,27.54297,27.54297,0.00000
2022-11-04 10:19:04,0.68359,27.60938,27.60938,0.00000
2022-11-04 10:19:05,0.34961,27.74023,27.74023,0.00000
2022-11-04 10:19:06,0.69531,27.35156,27.35156,0.00000
2022-11-04 10:19:07,0.72656,27.72070,27.72070,0.00000
2022-11-04 10:19:08,0.36133,27.95117,27.95117,0.00000
2022-11-04 10:19:09,0.67188,27.58984,27.58984,0.00000
2022-11-04 10:19:10,0.34375,27.28125,27.28125,0.00000
2022-11-04 10:19:11,0.78516,27.70898,27.70898,0.00000
2022-11-04 10:19:12,0.31836,27.45313,27.45313,0.00000
2022-11-04 10:19:13,0.76953,27.41016,27.41016,0.00000
2022-11-04 10:19:14,0.37500,27.71289,27.71289,0.00000
2022-11-04 10:19:15,0.66406,27.37109,27.37109,0.00000
2022-11-04 10:19:16,0.71094,27.37305,27.37305,0.00000
2022-11-04 10:19:17,0.33594,27.62305,27.62305,0.00000
2022-11-04 10:19:18,0.69922,27.69531,27.69531,0.00000
2022-11-04 10:19:19,0.36328,27.82031,27.82031,0.00000
2022-11-04 10:19:20,0.73828,28.24805,28.24805,0.00000
2022-11-04 10:19:21,0.30273,27.32422,27.32422,0.00000
2022-11-04 10:19:22,0.73828,27.12305,27.12305,0.00000
2022-11-04 10:19:23,0.67969,27.44531,27.44531,0.00000
2022-11-04 10:19:24,0.37109,27.07813,27.07813,0.00000
2022-11-04 10:19:25,0.69531,27.40430,27.40430,0.00000
2022-11-04 10:19:26,0.38281,27.87500,27.87500,0.00000
2022-11-04 10:19:27,0.64844,28.17383,28.17383,0.00000
2022-11-04 10:19:28,0.31836,27.86328,27.86328,0.00000
2022-11-04 10:19:29,0.39844,27.65430,27.65430,0.00000
2022-11-04 10:19:30,0.51367,28.39453,28.39453,0.00000
2022-11-04 10:19:31,0.10547,17.97852,17.97852,0.00000
2022-11-04 10:19:32,0.06641,18.28906,18.28906,0.00000
2022-11-04 10:19:33,0.17969,19.24805,19.24805,0.00000
